,id,reviewScore,createDate,reviewContent
1,3348486059,5,2022-01-17T04:32:14.463+0000,가성비 좋습니다~ 맛은 괜찮아요. 피쉬콜라겐 원산지가 중국산이라고 정직하게 적어주려서 오히려 믿음이 가네요.
2,3372143090,5,2022-02-20T23:50:14.243+0000,편리하고 건강에 좋고 잘 먹고 있어요.
3,3373594844,5,2022-02-22T19:49:07.255+0000,잘받았습니다 감사합니다
4,3373594841,5,2022-02-22T19:48:56.477+0000,잘받았습니다 감사합니다
5,3359089744,4,2022-02-04T00:17:00.642+0000,좀 시긴한데 괜찮습니다^^
6,3343810481,5,2022-01-11T02:51:28.601+0000,"엄마 드리려고 샀닌데 좋아하시네요
너무 시지도 달지도 않다고좋아해세요
처음 구매하는거라 2박스만 구입했는데 추후 재구매 할 예정입니다
선물용으로도 좋을것 같아요"
7,3357193890,5,2022-01-29T10:51:03.305+0000,잘산거 같아요 배송빨라요
8,3358094623,4,2022-02-01T09:10:44.565+0000,약간 새콤하긴 하지만 먹을만해요^^
9,3365944068,5,2022-02-12T07:55:01.576+0000,"젤리형태라 먹기좋고 가지고다니기 편해요
세콤하니맛있어요"
10,3354993816,5,2022-01-26T04:03:48.762+0000,선물하려고 샀어요 먹가 편할꺼같더라구요
