,drama,comedy,action,crime,thriller,horror,animated,other,documentary,fantasy,unscripted,romance,sci-fi,superhero,war,adventure
0,24.4,14.8,8.4,8.3,6.2,5.5,5.1,4.7,4.3,3.8,3.8,3.2,3.0,1.9,1.3,1.1
